adl_id,description,code.type,code.nature,code.location,code.perpetrator,code.target
12195,jewish elementary school student told by classmate that they couldn't play together because her father hates jews and does not want jews in his house.,harassment,general antisemitism,in school,student,student
12161,swastikas were spray-painted onto buildings at santa ynez high school.,vandalism,nazi,in school,not specified,not specified
12193,jewish student at a middle targeted by a classmate with anti-semitic verbal harassment.,harassment,general antisemitism,in school,student,student
12131,jewish high school student victim of ongoing anti-semitic harassment and bullying by classmate.,harassment,general antisemitism,not specified,student,student
12171,jewish student at a high school was victim of verbal anti-semitic harassment by a peer.,harassment,general antisemitism,not specified,student,student
12301,a large swastika was spray-painted on the exterior wall at seth paine elementary school.,vandalism,nazi,outside school,not specified,not specified
12135,"after a jewish student brought a menorah to school for hanukkah, a classmate passed him a note with a swastika on it.",harassment,nazi,in school,student,student
12200,a jewish high school student was added to a snapchat group with a swastika as the group name. members of this snapchat group subsequently sent anti-semitic images and messages to the jewish student.,cyberbullying,"general antisemitism, nazi",social media,student,student
12204,students were sent a photo of another student wearing a mask with a swastika drawn on it via snapchat.,cyberbullying,nazi,social media,student,student
12226,school administrators at mitchell elementary school reported that an anti-semitic incident had occurred between fifth-grade students.,not specified,general antisemitism,in school,student,student
12243,students were heard making holocaust jokes in school.,harassment,nazi,in school,student,not specified
12232,"jewish student victim of ongoing anti-semitic harassment threats by classmate who said she should be ""gassed,"" and called her a ""jewish piece of shit.""",harassment,"general antisemitism, nazi",not specified,student,student
12177,students on a school bus traced swastikas into the condensation on the windows.,vandalism,nazi,outside school,student,not specified
12241,a student discovered that a swastika had been drawn on the classroom white board.,vandalism,nazi,in school,not specified,not specified
12233,a student discovered a swastika had been scratched onto a gym locker.,vandalism,nazi,in school,not specified,not specified
12188,three swastikas were found on desks in a classroom at montclair high school.,vandalism,nazi,in school,not specified,not specified
12202,high school student directed the nazi salute at other students.,performance,nazi,in school,student,student
12221,"""hitler did nothing wrong"" was written on a whiteboard in a jewish school.",vandalism,"nazi, holocaust denial",in school,not specified,not specified
12190,swastika vandalism discovered in a school.,vandalism,nazi,in school,not specified,not specified
12303,swastika vandalism discovered on a school playground.,vandalism,nazi,outside school,not specified,not specified
12223,toilet paper was used to fashion a swastika and left in the bathroom at a high school.,vandalism,nazi,in school,not specified,not specified
12185,"school officials at albert leonard middle school reported that ""anti-semitic language"" had been found written on the school playground.",vandalism,general antisemitism,outside school,not specified,not specified
12148,art teacher allowed a student to draw a swastika as an ornament on a class christmas tree.,not specified,nazi,in school,"teacher, student",not specified
12201,"jewish student at a middle school harassed by peers who told her she had a ""big jewish nose.""",harassment,general antisemitism,in school,student,student
12173,a school desk was vandalized with a drawing of a swastika.,vandalism,nazi,in school,not specified,not specified
